;Publication Type;Authors;Book Authors;Group Authors;Book Group Authors;Researcher Ids;ORCIDs;Book Editors;Author - Arabic;Grant Principal Investigator;Grant Co Principal Investigator;Article Title;Article Title - SciELO;Article Title - SciELO.1;Article Title - Chinese;Article Title - Russian;Patent Number;Patent Assignee;Source Title - Arabic;Source Title;Source Title - Korean;Book Series Title;Book Series Subtitle;Volume;Issue;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;Version;Version History;DOI;Book DOI;License Name;License URI;License Description;Early Access Date;Supplement;Document Type;Publication Date;Publication Year;Abstract;Abstract - Foreign;Abstract - English Transliteration;Abstract - Foreign.1;Abstract - Korean;Conference Title;Conference Date;Conference Sponsor;Conference Location;Times Cited, WoS Core;Times Cited, CSCD;Times Cited, RSCI;Times Cited, ARCI;Times Cited, BCI;Times Cited, SCIELO;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;ISSN;eISSN;ISBN;Grant Number;No of References;Cited References;Language;Advisor;Committee Member;Copyright;Degree Name;Institution Address;Institution;Dissertation and Thesis Subjects;Author Keywords;Indexed Date;UT (Unique ID);Pubmed Id;Unnamed: 78
25;J;Wu Qiang, Yang Yuan-yan, Andom Okbagaber, Li Yan-li, Luo Zi-zi, Guo An-hong;;;;;;;;;;Effectiveness of potato late blight (Phytophthora infestans) forecast by meteorological estimation in mountainous terrain based on CARAH rules;;;;;;;;FUNGAL BIOLOGY;;;;127.0;12.0;;;1475;1483;;;;10.1016/j.funbio.2023.11.002;;;;;NOV 2023;;Article;DEC 2023;2023;Potato late blight (PLB) caused by Phytophthora infestans (Mont.) de Bary, its incidence and development are highly dependent on meteorological conditions. To solve the problem of PLB in mountainous terrain under the condition of limited meteorological monitoring capability, the air temperature and humidity was estimated based on the basic meteorological datasets, the forecast effect of the onset period and infection cycle of PLB based on CARAH rules was evaluated. The average MAE, RMSE and CI of the estimated air temperature and observations were 1.17 degrees C, 1.52 degrees C and 0.95, respectively. The average MAE, RMSE and CI of the estimated relative humidity and observations were 8.0 %, 10.7 % and 0.53, respectively. The curve of the infection cycle of PLB at different locations were estimated from the basic meteorological datasets based on the CARAH rules, and the false alarm and missing ratios were 8.8 % and 4.6 % respectively. It may be delayed by 1 or 2 fungal generations compared to the observations, and then the protective fungicide should be adjusted to a systemic fungicide. The false alarm of the infection cycle of PLB may increase in dry air conditions, and the missing report may occur in humid condition.;;;;;;;;;0;0;0;0;0;0;0;2;9;1878-6146;1878-6162;;;;;;;;;;;;;;2024-01-01;WOS:001125765300001;38097321.0;
26;J;Small Ian M., Joseph Laura, Fry William E.;;;;;;;;;;Development and implementation of the BlightPro decision support system for potato and tomato late blight management;;;;;;;;COMPUTERS AND ELECTRONICS IN AGRICULTURE;;;;115.0;;;;57;65;;;;10.1016/j.compag.2015.05.010;;;;;;;Article;JUL 2015;2015;A web-based decision support system (DSS) for potato and tomato late blight management has been developed which links several models into a system that enables prediction of disease dynamics based on weather conditions, crop information, and management tactics. Growers identify the location of their production unit of interest (latitude and longitude of field) and the system automatically obtains observed weather data from the nearest available weather station, and location-specific forecast weather data from the National Weather Service - National Digital Forecast Database. The DSS uses these weather data along with crop and management information to drive disease forecasting systems and a validated mechanistic model of the disease to generate location-specific management recommendations for fungicide application. An integrated alert system allows users to receive notification of upcoming critical thresholds via e-mail or text message. This system provides producers, consultants, researchers, and educators with a tool to obtain management recommendations, evaluate disease management scenarios, explore comparative epidemiology, or function as a teaching aid. In field and computer simulation experiments, DSS-guided schedules were influenced by prevailing weather and host resistance and resulted in schedules that improved the efficiency of fungicide use and also reduced variance in disease suppression when compared to a weekly spray schedule. In situations with unfavorable weather, the DSS recommended fewer fungicide applications with no loss of disease suppression. In situations of very favorable weather, the DSS recommended more fungicide applications but with improved disease suppression. The DSS provides an interactive system that helps users maximize the efficiency of their crop protection strategy by enabling well-informed decisions. (C) 2015 Elsevier B.V. All rights reserved.;;;;;;;;;53;2;0;0;41;0;66;1;74;0168-1699;1872-7107;;;;;;;;;;;;;;2015-08-13;WOS:000358099900008;;
27;J;Johnson Dennis A., Cummings Thomas F., Ghanem Rita Abi, Alldredge J. Richard;;;;;;;;;;Association of Solar Irradiance and Days of Precipitation with Incidence of Potato Late Blight in the Semiarid Environment of the Columbia Basin;;;;;;;;PLANT DISEASE;;;;93.0;3.0;;;272;280;;;;10.1094/PDIS-93-3-0272;;;;;;;Article;MAR 2009;2009;The effects of cumulative solar irradiance and rainfall on incidence of potato late blight (caused by Phytophthora infestans) in the Columbia Basin of south-central Washington and north-central Oregon were investigated using meteorological data collected near Othello, WA from 1990 through 2007 and Prosser, WA from 1990 through 2006. An association between solar irradiance and seasonal differences in late blight epidemics has not been quantitatively determined. Incidence of late blight in the Columbia Basin significantly increased as cumulative solar irradiance decreased during 1 April to 31 July and 1 June to 31 July at both Othello and Prosser. Incidence of late blight also increased as number of rainy days increased during 1 April to 31 July at Othello and Prosser and from 1 June to 31 July at Prosser. Coefficients of determination for significant models on late bight incidence ranged from 0.28 to 0.43 for cumulative solar irradiance and 0.27 to 0.38 for number of rainy days. Late blight incidence significantly increased as day of the year for first occurrence of late blight decreased in the Columbia Basin. A multiple regression model that included cumulative solar irradiance from 1 June to 31 July at Prosser and day of year for first occurrence of late blight as independent variables accounted for 58% of the variation for late blight incidence (adjusted R-2 = 0.58), and a model that included number of cloudy days without rain combined with number of rainy days accounted for 62% of the variation for late blight incidence. This is the first report demonstrating a quantitative association of solar irradiance and incidence of late blight in commercial potato fields.;;;;;;;;;9;0;0;0;10;1;11;2;8;0191-2917;1943-7692;;;;;;;;;;;;;;2009-03-01;WOS:000264740700010;30764180.0;
28;J;Wan Jing, Wang Rui, Ren Yonglin, McKirdy Simon;;;;McKirdy, Simon/I-3096-2013;McKirdy, Simon/0000-0001-6578-5521;;;;;Potential Distribution and the Risks of Bactericera cockerelli and Its Associated Plant Pathogen Candidatus Liberibacter Solanacearum for Global Potato Production;;;;;;;;INSECTS;;;;11.0;5.0;;;;;298;;;10.3390/insects11050298;;;;;;;Article;MAY 2020;2020;The tomato potato psyllid (TPP), Bactericera cockerelli, is a psyllid native to North America that has recently invaded New Zealand and Australia. The potential for economic losses accompanying invasions of TPP and its associated bacterial plant pathogen Candidatus Liberibacter solanacearum (CLso), has caused much concern. Here, we employed ecological niche models to predict environments suitable for TPP/CLso on a global scale and then evaluated the extent to which global potato cultivation is at risk. In addition, at a finer scale the risk to the Australian potato acreage was evaluated. A total of 86 MaxEnt models were built using various combinations of settings and climatic predictors, and the best model based on model evaluation metrics was selected. Climatically suitable habitats were identified in Eurasia, Africa, South America, and Australasia. Intersecting the predicted suitability map with land use data showed that 79.06% of the global potato cultivation acreage, 96.14% of the potato production acreage in South America and Eurasia, and all the Australian potato cropping areas are at risk. The information generated by this study increases knowledge of the ecology of TPP/CLso and can be used by government agencies to make decisions about preventing the spread of TPP and CLso across the globe.;;;;;;;;;19;2;0;0;15;0;20;6;28;;2075-4450;;;;;;;;;;;;;;2020-07-02;WOS:000541085300059;32408479.0;
29;J;Hernandez-Mansilla A. A., Sori-Gomez R., Valentin-Perez Y., Lopez-Mayea A., Benedico-Rodriguez O.;;;;;;;;;;Bioclimatic scenarios of Late blight in potato [Phytophthora infestans (Mont.) De Bary] in Ciego de Avila, Cuba;;;;;;;;REVISTA LATINOAMERICANA DE LA PAPA;;;;21.0;2.0;;;1;14;;;;;;;;;;;Article;2017;2017;It is a relevant task for current agricultural research to predict and interpret the influence of climate change on the harmful organisms of crops and to adapt the phytosanitary management. Interpreting the bioclimatic scenarios of Phytophthora infestans, which is the causal agent of late blight of potato in the crops areas in Ciego de Avila during the period November - April for the years 2025 and 2030 under scenarios (SRES) A2 and B2 was the aim of this work. In the making of the bioclimatic scenarios, were used daily data of accumulated precipitation and the average temperature from the Regional Model PRECIS-CARIBE. In addition, the biological indexes required by the phytopathogen to develop epiphytics which are considered in the method of threshold of rains recommended by the technical instruction of the crop in Cuba were taken into account. The results agree on the existence of not favorable meteorological conditions for the development and evolution of late blight in both 2025 and 2030. Specifically, the scarce occurrence and the low cumulative of precipitations that do not exceed the levels indicated by the threshold line, as well as the incidence of average temperatures above 24 degrees C. The bioclimatic scenarios obtained for this Oomycetes provide information for future planning and phytosanitary management of the crop as well as for the selection of cultural inputs and services that favor the application of climate-smart agriculture that contributes to the sustainable production of the tuber.;;;;;;;;;0;0;0;0;0;1;1;0;1;1019-6609;1853-4961;;;;;;;;;;;;;;2017-01-01;WOS:000454772400002;;
30;J;Iglesias Isabel, Escuredo Olga, Seijo Carmen, Mendez Jose;;;;Escuredo, Olga/ABH-5428-2020 Maria Carmen, Seijo-Coello/L-1946-2014;Escuredo, Olga/0000-0001-6156-9274 Maria Carmen, Seijo-Coello/0000-0001-8289-6717;;;;;Phytophthora infestans Prediction for a Potato Crop;;;;;;;;AMERICAN JOURNAL OF POTATO RESEARCH;;;;87.0;1.0;;;32;40;;;;10.1007/s12230-009-9114-y;;;;;;;Article;FEB 2010;2010;The present work studies the seasonal variation of Phytophthora infestans concentrations in the atmosphere of a potato crop grown in A Limia. Different models have also been tested to predict the attack of this pathogen in order to establish the necessary treatments. Sampling has been carried out during crop cycles in 2004, 2005 and 2007 by using a volumetric spore trap, located in the centre of the plot at a height of 1.5 m. The collection of meteorological data was done with an automatic gauge. The highest concentrations of Phytophthora infestans were registered during June and July, with maximum daily levels ranging from 82 to 145 spores/m(3), as a result of the maximum temperature average, around 16-23 degrees C. Three prediction models for Phytophthora infestans have been adjusted to our area of study. The Smith Periods model provides better results in years with low and medium levels of the oomycete inoculum. The NegFRY model is useful to adjust the day of first treatment application, when used together with the Negative Prognosis model. To observe the influence of meteorological parameters on Phytophthora infestans spore concentration, besides applying these models, a Spearman correlation analysis was carried out. This test allowed the establishment of a correlation between the temperature parameter and the oomycete, obtaining positive and significant correlations (p<0.01).;;;;;;;;;24;3;0;0;15;1;28;0;33;1099-209X;1874-9380;;;;;;;;;;;;;;2010-02-01;WOS:000276132500005;;
31;J;Firester B., Shtienberg D., Blank L.;;;;Blank, Lior/E-5945-2013;;;;;;Modelling the spatiotemporal dynamics of Phytophthora infestans at a regional scale;;;;;;;;PLANT PATHOLOGY;;;;67.0;7.0;;;1552;1561;;;;10.1111/ppa.12860;;;;;;;Article;SEP 2018;2018;Potato late blight caused the Irish Potato Famine and still causes billions of dollars of annual crop damage. Tracking and predicting its spread remains problematic. Growers overspray potato fields with fungicide as a precaution, irrespective of the prevalence or actual risk of the disease. This study created a new weather-based mathematical model for the spread of late blight at a regional scale using empirical data, and validated it using a novel approach for presence-only data. The model was tested using a contrapositive proof' by comparing predicted to actual weather patterns to examine its accuracy. The model was then used to create risk maps showing the likelihood of future outbreaks in the region. Such risk maps can help growers optimize late blight suppression and fungicide use by alerting them to the most probable day at which they are at the most risk, using real-time weather data from the previous few days. These risk maps would be updated daily to account for conditions needed for sporulation. Overall, this work offers a methodology to understand and model a disease's spread in time and space.;;;;;;;;;17;0;0;0;13;0;17;3;27;0032-0862;1365-3059;;;;;;;;;;;;;;2018-12-28;WOS:000441577400010;;
32;B;Skelsey Pete;;;;;;;;;;Multi-Scale Modeling of Potato Late Blight Epidemics;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dissertation/Thesis;Jan 01 2008;2008;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;9798516033612;;;;;;;;;;;;;;PQDT:65609071;;
33;J;Henderson Donna, Williams Christopher J., Miller Jeffrey S.;;;;;Williams, Christopher/0000-0001-6346-8100;;;;;Forecasting late blight in potato crops of southern Idaho using logistic regression analysis;;;;;;;;PLANT DISEASE;;;;91.0;8.0;;;951;956;;;;10.1094/PDIS-91-8-0951;;;;;;;Article;AUG 2007;2007;Previously published late blight forecasts which predict the threat of disease based on the presence or absence of favorable weather have not been effective in semi-arid potato-producing areas of the Pacific Northwest (Idaho, Oregon, and Washington). Research was conducted to identify weather variables useful for forecasting late blight in southern Idaho. The objectives of this research were to (i) determine if regional weather variables could be related to the occurrence of late blight in southern Idaho, (ii) determine if disease severity (scale of 0 to 4) could be predicted using variables found to be correlated with the annual occurrence of late blight, and (iii) validate the efficacy of this model in predicting disease incidence in regions of the Columbia Basin. Weather data were collected from five locations over a 9-year period (1995 to 2003). A binary logistic regression model (0 = no disease and I = disease) indicated that the number of hours with favorable conditions (10 degrees C <= temperature : 27 degrees C, relative humidity >= 80%) in April and May (HF80m) was a significant disease predictor. Logistic regression analysis using an ordinal disease scale (0 = no disease and 4 = severe disease) indicated amount of precipitation (Apj) and favorable hours (HF80j) with extended periods from April to June as significant disease predictors. The binary model predicted disease occurrence more accurately, with 67.5% accuracy (27/40 years correctly predicted), 75% sensitivity (12/16 late-blight years predicted), and 62.5% specificity (15/24 non-late-blight years predicted) using a leave-1-year-out error estimate. The binary model was validated with data (1995 to 2003) from the semi-arid Columbia Basin regions, predicting disease with 80.8% accuracy (21/26 years predicted), 84% sensitivity (21/25 outbreak years predicted), and 0% specificity (0/1 non-outbreak years predicted).;;;;;;;;;31;2;0;0;22;4;39;1;19;0191-2917;1943-7692;;;;;;;;;;;;;;2007-08-01;WOS:000248198100005;30780427.0;
34;J;Lehsten Veiko, Wiik Lars, Hannukkala Asko, Andreasson Erik, Chen Deliang, Ou Tinghai, Liljeroth Erland, Lankinen Asa, Grenville-Briggs Laura;;;;Liljeroth, Erland/A-1433-2009 Chen, Deliang/A-5107-2013 Grenville-Briggs, Laura/C-3419-2014 Ou, Tinghai/A-5068-2013;Lehsten, Veiko/0000-0002-0649-0042 Liljeroth, Erland/0000-0002-6950-2434 Ou, Tinghai/0000-0002-6847-4099 Andreasson, Erik/0000-0003-0666-7204;;;;;Earlier occurrence and increased explanatory power of climate for the first incidence of potato late blight caused by Phytophthora infestans in Fennoscandia;;;;;;;;PLOS ONE;;;;12.0;5.0;;;;;e0177580;;;10.1371/journal.pone.0177580;;;;;;;Article;MAY 30 2017;2017;BackgroundLate blight (caused by Phytophthora infestans) is a devastating potato disease that has been found to occur earlier in the season over the last decades in Fennoscandia. Up until now the reasons for this change have not been investigated. Possible explanations for this change are climate alterations, changes in potato production or changes in pathogen biology, such as increased fitness or changes in gene flow within P. infestans populations. The first incidence of late blight is of high economic importance since fungicidal applications should be typically applied two weeks before the first signs of late blight and are repeated on average once a week.MethodsWe use field observations of first incidence of late blight in experimental potato fields from five sites in Sweden and Finland covering a total of 30 years and investigate whether the earlier incidence of late blight can be related to the climate.ResultsWe linked the field data to meteorological data and found that the previous assumption, used in common late blight models, that the disease only develops at relative humidity levels above 90% had to be rejected. Rather than the typically assumed threshold relationship between late blight disease development and relative humidity we found a linear relationship. Our model furthermore showed two distinct responses of late blight to climate. At the beginning of the observation time (in Sweden until the early 90s and in Finland until the 2000s) the link between climate and first incidence was very weak. However, for the remainder of the time period the link was highly significant, indicating a change in the biological properties of the pathogen which could for example be a change in the dominating reproduction mode or a physiological change in the response of the pathogen to climate.ConclusionsThe study shows that models used in decision support systems need to be checked and re parametrized regularly to be able to capture changes in pathogen biology. While this study was performed with data from Fennoscandia this new pathogen biology and late blight might spread to (or already be present at) other parts of the world as well. The strong link between climate and first incidence together with the presented model offers a tool to assess late blight incidence in future climates.;;;;;;;;;22;0;0;0;15;0;27;0;30;1932-6203;;;;;;;;;;;;;;;2017-06-22;WOS:000402607000012;28558041.0;
35;J;;;;;;;;;Ian Toth;;A Decision Support tool for Potato Blackleg Disease (DeS-BL);;;;;;;;;;;;;;;;;;;;;;;;;;;;Awarded Grant;Aug 31 2020;2020;Blackleg disease of potato caused by P. atrosepticum (Pba) is the most damaging bacterial plant pathogen in the UK, costing £50M p.a. in losses for the potato industry. Current knowledge assumes that disease is caused through Pba-infected seed tubers. However, our recent unpublished data have shown that under high soil moisture following irrigation, disease appears in plants grown from pathogen free seed (minitubers). The most likely explanation is that bacteria enter the plant and cause disease directly from the soil something not previously considered. We have also shown that Pba is able to colonise roots of other plant species (including crops), possibly as natural rhizosphere-dwelling saprophytes in the soil. In pot trials with Pba alone, we showed there was no movement of Pba from soil into the plant. However, when free-living nematodes (FLN) were added to soil, a 100-fold increase in Pba in stems occurred. Through these and other findings we now have the potential to make a step change in how we manage blackleg. We will address knowledge gaps firstly by using Light Sheet and Confocal Laser Scanning microscopy, transparent soils and mesocosm studies to assess the role of FLN as vectors of Pba and how infection occurs. We will also examine how changes in standard irrigation regimes can help to reduce levels of blackleg in ware crops (where irrigation is often over-applied to avoid common scab disease that occurs in dry conditions), and how it might change FLN communities around potato root systems. Similarly, we will identify cover crops that limit natural Pba colonisation on their roots as a possible way to reduce Pba numbers in soil prior to planting potato. Little is known about the microbiome on potato roots and how these might be influenced to favour or reduce colonisation by Pba. We will therefore characterise the potato microbiome prior to and following irrigation using shotgun metagenomics sequencing and the latest bioinformatics tools, with a focus on the Pectobacteriaceae and wider Gamma-proteobacteria. We will also use GC-MS to examine how changes in root architecture and the constituents of root exudates influence the composition of these bacterial groups, to assess whether the use irrigation and cover crops alter the balance between beneficial and harmful bacteria associated with potato. Finally, we will determine whether novel antimicrobials (bacteriocins) in closely related non-pathogenic bacteria in the microbiome could act as a management option against Pba. Our recent modelling research using the Scottish Government's in-house potato inspections database (SPUDS), shows that blackleg incidence on a national scale does not occur randomly but in clusters. Reason(s) for this remain unclear but could be due to several things that, when identified, may assist growers in managing their crops, e.g. potato crop distribution, weather, soil type, soil moisture, leaf wetness, FLN distribution, crop type and rotation prior to planting. Using data generated from this project, an extensive array of data from other recent and historical investigations and the latest data from government and industry we will model, using innovative machine learning methods, at national scale these data to identify trends and drivers of Pba incidence in both space and time and, through this, produce predictive models to support development of a set of decision support tools for evaluation by stakeholders during the project and early adoption thereafter. Further, through scenario testing, we will quantify the predicted effects of climate change on future blackleg incidence in association with FLN presence thus providing the industry with robust and novel data to underpin sector resilience planning.;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;BB/T010657/1;;;;;;;;;;;;2023-12-08;GRANTS:15332592;;
36;J;Sparks A. H., Forbes G., Garrett K. A.;;;;;;;;;;Adapting disease forecasting models to coarser scales: Global potato late blight prediction;;;;;;;;PHYTOPATHOLOGY;;;;99.0;6.0;;;S122;S123;;;;;;;;;;;Meeting Abstract;JUN 2009;2009;;;;;;Annual Meeting of the American-Phytopathology-SocietyAnnual Meeting of the American-Phytopathology-Society;AUG 01-05, 2009AUG 01-05, 2009;Amer Phytopathol SocAmer Phytopathol Soc;Portland, ORPortland, OR;0;0;0;0;0;0;0;0;7;0031-949X;;;;;;;;;;;;;;;2009-06-01;WOS:000266213300733;;
37;J;Breukers A, Hagenaars T, van der Werf W, Lansink AO;;;;van der Werf, Wopke/A-2557-2009 Oude Lansink, Alfons/H-8840-2012;van der Werf, Wopke/0000-0002-5506-4699 Oude Lansink, Alfons/0000-0002-9273-6044;;;;;Modelling of brown rot prevalence in the Dutch potato production chain over time: from state variable to individual-based models;;;;;;;;NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS;;;;6.0;4.0;;;797;815;;;;10.1016/j.nonrwa.2004.12.006;;;;;;;Article Proceedings Paper;SEP 2005;2005;Brown rot (Ralstonia solanacearum) comprises a major threat to the Dutch potato production chain. Eradication of the disease has not been achieved thus far, due to insufficient knowledge of the relative importance of possible risk factors with respect to brown rot prevalence and dispersal in the potato production chain. To study the relationship between brown rot infections in potatoes and possible risk factors, we evaluated two epidemiological models, i.e. a compartmental state-variable model, and a spatial individual-based model (IBM). Our approaches differ from most existing ecological applications of the two modelling techniques in that they focus on disease epidemiology within the industrially defined dynamics of the brown rot pathogen in the potato production chain.The state-variable model proved useful for obtaining insight into the basic principles of brown rot dispersal. It showed that the dynamics of the fraction of infected seed lots in the total potato lot population forms the key to a general understanding of brown rot epidemics. However, this model was unable to reflect the large fluctuation in yearly number of infections that is inherent to brown rot epidemics. To give a more detailed and realistic representation of the fraction of infected seed lots, a conceptual IBM was developed. As in this IBM a specific location is assigned to each individual potato lot, it becomes straightforward to include spatial heterogeneities based on detailed data on the potato production sector. In contrast to the state-variable model, the IBM enables us to study the effects of specific brown rot control policies in spatially defined areas. Moreover, the inherent high level of detail makes the IBM a convenient technique for policy application. The IBM will be further developed and extended to a bio-economic model for application in brown rot control strategy analysis. (c) 2005 Elsevier Ltd. All rights reserved.;;;;;2nd Alcala International Conference on Mathematical Ecology (AICME2)2nd Alcala International Conference on Mathematical Ecology (AICME2);SEP 05-09, 2003SEP 05-09, 2003;;Univ Alcala, Madrid, SPAINUniv Alcala, Madrid, SPAIN;5;0;0;0;3;0;5;0;7;1468-1218;;;;;;;;;;;;;;;2005-09-01;WOS:000230208900013;;
38;J;Bonyah Ebenezer;;;;Bonyah, Ebenezer/ABE-2160-2020;Bonyah, Ebenezer/0000-0003-0808-4504;;;;;A FRACTIONAL DYNAMICS OF A POTATO DISEASE MODEL;;;;;;;;COMMUNICATIONS IN MATHEMATICAL BIOLOGY AND NEUROSCIENCE;;;;;;;;;;88;;;10.28919/cmbn/7599;;;;;;;Article;2022;2022;Globally, potato is one of the staple foods eaten by a lot of people. It processed into different kinds of food for mankind. Climate change has brought a lot of changes with respect to the output of global food stock due to problems such as drought, diseases, etc. In this study, a potato disease model is formulated in a fractional-order derivative with the nonlocal and nonsingular operator (AB). The reproduction number of the potato model and the steady states are determined. The existence and uniqueness of solutions are established using the Banach space approach, and Hyers-Ulam stability is carried out to determine if the existence and uniqueness solution is stable. A numerical simulation is carried out with and without stochastic components, which indicates a similar result. However, the stochastic aspect depicts a random effect. It is established that the fractional-order derivative has effect on the dynamics of the potato disease.;;;;;;;;;1;0;0;0;0;0;1;0;0;2052-2541;;;;;;;;;;;;;;;2022-01-01;WOS:001203489900034;;
39;B;Sparks Adam Henry;;;;;;;;;;Disease risk mapping with metamodels for coarse resolution predictors: Global potato late blight risk now and under future climate conditions;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dissertation/Thesis;Jan 01 2009;2009;;;;;;;;;;0;0;0;0;0;0;0;2;2;;;978-1-109-56944-5;;;;;;;;;;;;;;PQDT:63948953;;
40;J;Van Bruggen A. H. C., Shakya S. K., Khandan H. A. Narouei, Andrade-Piedra J. L., Goss E. M., Dufault N. S.;;;;Narouei-Khandan, Hossein/ABD-8745-2021;Andrade-Piedra, Jorge/0000-0001-7617-0506;;;;;A new mechanistic model to simulate effects of diurnal temperature oscillations on potato late blight development;;;;;;;;PHYTOPATHOLOGY;;;;105.0;11.0;;;141;141;;;;;;;;;;4.0;Meeting Abstract;NOV 2015;2015;;;;;;;;;;0;0;0;0;0;0;0;0;1;0031-949X;1943-7684;;;;;;;;;;;;;;2015-11-01;WOS:000478013600787;;
41;J;Bourgeois G, Bourque A, Deaudelin G;;;;;;;;;;Modelling the impact of climate change on disease incidence: a bioclimatic challenge;;;;;;;;CANADIAN JOURNAL OF PLANT PATHOLOGY-REVUE CANADIENNE DE PHYTOPATHOLOGIE;;;;26.0;3.0;;;284;290;;;;;;;;;;;Article Proceedings Paper;JUL-SEP 2004;2004;The potential impact of climate change on disease development was evaluated using mathematical modelling. Disease forecasting systems for late blight of potato [Phytophthora infestans], apple scab [Venturia inaequalis], and cercospora blight of carrot [Cercospora carotae] were selected to evaluate their relevance in predicting future events related to climate change. In general, if these models are to be valid for such predictions, they must predict adequately actual field observations. Many of the forecasting systems developed a few years ago are in need of updating. Disease forecasting systems using nonlinear responses to temperature and leaf wetness offer more potential to represent the impact of climate change and variability on disease epidemiology.;;;;;Annual Meeting of the Canadian-Phytopathological-SocietyAnnual Meeting of the Canadian-Phytopathological-Society;JUN, 2003JUN, 2003;Canadian Phytopathol SocCanadian Phytopathol Soc;MONTREAL, CANADAMONTREAL, CANADA;14;0;0;0;12;1;19;0;29;0706-0661;;;;;;;;;;;;;;;2004-07-01;WOS:000224787800006;;
42;J;Jeger Mike, Hamelin Fred, Cunniffe Nik;;;;;Jeger, Michael/0000-0003-2734-8122 Cunniffe, Nik/0000-0002-3533-8672;;;;;Emerging Themes and Approaches in Plant Virus Epidemiology;;;;;;;;PHYTOPATHOLOGY;;;;113.0;9.0;;;1630;1646;;;;10.1094/PHYTO-10-22-0378-V;;;;;JAN 2023;;Article;SEP 2023;2023;Plant diseases caused by viruses share many common features with those caused by other pathogen taxa in terms of the host-pathogen interaction, but there are also distinctive features in epidemiology, most apparent where transmission is by vectors. Consequently, the host-virus-vector-environment interaction presents a continuing challenge in attempts to understand and predict the course of plant virus epidemics. Theoretical concepts, based on the underlying biology, can be expressed in mathematical models and tested through quantitative assessments of epidemics in the field this remains a goal in understanding why plant virus epidemics occur and how they can be controlled. To this end, this review identifies recent emerging themes and approaches to fill in knowledge gaps in plant virus epidemiology. We review quantitative work on the impact of climatic fluctuations and change on plants, viruses, and vectors under different scenarios where impacts on the individual components of the plant-virus-vector interaction may vary disproportionately there is a continuing, sometimes discordant, debate on host resistance and tolerance as plant defense mechanisms, including aspects of farmer behavior and attitudes toward disease management that may affect deployment in crops disentangling host-virus-vector-environment interactions, as these contribute to temporal and spatial disease progress in field populations computational techniques for estimating epidemiological parameters from field observations and the use of optimal control analysis to assess disease control options. We end by proposing new challenges and questions in plant virus epidemiology.;;;;;;;;;3;0;0;0;2;0;3;4;22;0031-949X;1943-7684;;;;;;;;;;;;;;2023-11-17;WOS:001092948600001;36647183.0;
43;B;Small Ian M.;;;;;;;;;;Integration of epidemiological information into a decision support system for late blight;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dissertation/Thesis;Jan 01 2016;2016;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;978-1-369-31980-4;;;;;;;;;;;;;;PQDT:48413714;;
44;B;HOLLEY JAMES D.;;;;;;;;;;THE EPIDEMIOLOGY AND CONTROL OF EARLY BLIGHT ON POTATO;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dissertation/Thesis;Jan 01 1984;1984;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;978-0-315-17708-6;;;;;;;;;;;;;;PQDT:65648638;;
45;B;Baker Kathleen Marie;;;;;;;;;;Spatial and temporal modeling for risk assessment and management of potato late blight (Phytophthora infestans) in Michigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dissertation/Thesis;Jan 01 2002;2002;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;978-0-493-68632-5;;;;;;;;;;;;;;PQDT:58405024;;
